group	Group1	Group2	Group1_genes	Group1_total	Group2_genes	Group2_total	Group	p_value	fdr	Pathway_Info	Level1	Level2
wolf_VS_macaque	wolf	macaque	2176	32027002	2469	17719628	wolf	6.20E-131	1.28E-127	Prion disease	Human Diseases	Neurodegenerative disease
wolf_VS_macaque	wolf	macaque	222617	32027002	199733	17719628	wolf	0	0	Prokaryotic defense system	Brite Hierarchies	Protein families: signaling and cellular processes
wolf_VS_macaque	wolf	macaque	6413	32027002	2405	17719628	wolf	1.22E-62	2.15E-59	Prolactin signaling pathway	Organismal Systems	Endocrine system
wolf_VS_macaque	wolf	macaque	176243	32027002	65563	17719628	wolf	0	0	Propanoate metabolism	Metabolism	Carbohydrate metabolism
wolf_VS_macaque	wolf	macaque	10776	32027002	4798	17719628	wolf	8.44E-37	1.25E-33	Proteasome	Genetic Information Processing	" Folding, sorting and degradation "
wolf_VS_macaque	wolf	macaque	737	32027002	91	17719628	wolf	6.52E-59	1.13E-55	Proteasome	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_macaque	wolf	macaque	5180	32027002	4950	17719628	wolf	1.03E-163	2.24E-160	Protein digestion and absorption	Organismal Systems	Digestive system
wolf_VS_macaque	wolf	macaque	85958	32027002	64980	17719628	wolf	0	0	Protein kinases	Brite Hierarchies	Protein families: metabolism
wolf_VS_macaque	wolf	macaque	28398	32027002	18430	17719628	wolf	3.79E-63	6.71E-60	Protein phosphatases and associated proteins	Brite Hierarchies	Protein families: metabolism
wolf_VS_macaque	wolf	macaque	75525	32027002	44390	17719628	wolf	5.96E-24	7.84E-21	Protein processing	Not Included in Pathway or Brite	Unclassified: genetic information processing
wolf_VS_macaque	wolf	macaque	18060	32027002	22754	17719628	wolf	0	0	Protein processing in endoplasmic reticulum	Genetic Information Processing	" Folding, sorting and degradation "
wolf_VS_macaque	wolf	macaque	14552	32027002	7042	17719628	wolf	1.52E-20	1.89E-17	Proteoglycans in cancer	Human Diseases	Cancer: overview
wolf_VS_macaque	wolf	macaque	11176	32027002	4100	17719628	wolf	1.06E-118	2.16E-115	Proximal tubule bicarbonate reclamation	Organismal Systems	Excretory system
wolf_VS_macaque	wolf	macaque	508123	32027002	269994	17719628	wolf	7.68E-66	1.37E-62	Purine metabolism	Metabolism	Nucleotide metabolism
wolf_VS_macaque	wolf	macaque	386871	32027002	208790	17719628	wolf	3.02E-20	3.76E-17	Pyrimidine metabolism	Metabolism	Nucleotide metabolism
wolf_VS_macaque	wolf	macaque	288308	32027002	137958	17719628	wolf	0	0	Pyruvate metabolism	Metabolism	Carbohydrate metabolism
wolf_VS_macaque	wolf	macaque	390643	32027002	200910	17719628	wolf	6.39E-159	1.38E-155	Quorum sensing	Cellular Processes	Cellular community - prokaryotes
wolf_VS_macaque	wolf	macaque	1642	32027002	279	17719628	wolf	2.42E-95	4.67E-92	RIG-I-like receptor signaling pathway	Organismal Systems	Immune system
wolf_VS_macaque	wolf	macaque	157169	32027002	78223	17719628	wolf	2.43E-131	5.03E-128	RNA degradation	Genetic Information Processing	" Folding, sorting and degradation "
wolf_VS_macaque	wolf	macaque	53545	32027002	28305	17719628	wolf	5.07E-10	4.83E-07	RNA polymerase	Genetic Information Processing	Transcription
wolf_VS_macaque	wolf	macaque	25186	32027002	15452	17719628	wolf	7.12E-24	9.36E-21	RNA transport	Genetic Information Processing	Translation
wolf_VS_macaque	wolf	macaque	1	32027002	45	17719628	wolf	2.01E-19	2.46E-16	Rap1 signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_macaque	wolf	macaque	12	32027002	94	17719628	wolf	8.66E-30	1.21E-26	Ras signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_macaque	wolf	macaque	1	32027002	24	17719628	wolf	2.86E-10	2.76E-07	Regulation of actin cytoskeleton	Cellular Processes	Cell motility
wolf_VS_macaque	wolf	macaque	1	32027002	39	17719628	wolf	8.56E-17	1.01E-13	Regulation of lipolysis in adipocytes	Organismal Systems	Endocrine system
wolf_VS_macaque	wolf	macaque	0	32027002	448	17719628	wolf	1.43E-201	3.27E-198	Relaxin signaling pathway	Organismal Systems	Endocrine system
wolf_VS_macaque	wolf	macaque	978	32027002	966	17719628	wolf	8.91E-37	1.32E-33	Renal cell carcinoma	Human Diseases	Cancer: specific types
wolf_VS_macaque	wolf	macaque	460	32027002	829	17719628	wolf	5.99E-97	1.16E-93	Renin-angiotensin system	Organismal Systems	Endocrine system
wolf_VS_macaque	wolf	macaque	461440	32027002	157296	17719628	wolf	0	0	Replication and repair	Not Included in Pathway or Brite	Unclassified: genetic information processing
wolf_VS_macaque	wolf	macaque	8646	32027002	2240	17719628	wolf	6.52E-257	1.56E-253	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
wolf_VS_macaque	wolf	macaque	1494	32027002	1473	17719628	wolf	5.37E-55	9.01E-52	Rheumatoid arthritis	Human Diseases	Immune disease
wolf_VS_macaque	wolf	macaque	61331	32027002	41437	17719628	wolf	4.93E-214	1.14E-210	Riboflavin metabolism	Metabolism	Metabolism of cofactors and vitamins
wolf_VS_macaque	wolf	macaque	1625451	32027002	821838	17719628	wolf	0	0	Ribosome	Genetic Information Processing	Translation
wolf_VS_macaque	wolf	macaque	1625433	32027002	821834	17719628	wolf	0	0	Ribosome	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_macaque	wolf	macaque	622524	32027002	333954	17719628	wolf	5.46E-48	8.78E-45	Ribosome biogenesis	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_macaque	wolf	macaque	15326	32027002	7176	17719628	wolf	5.01E-32	7.14E-29	Ribosome biogenesis in eukaryotes	Genetic Information Processing	Translation
wolf_VS_macaque	wolf	macaque	4689	32027002	7465	17719628	wolf	0	0	Salivary secretion	Organismal Systems	Digestive system
wolf_VS_macaque	wolf	macaque	77577	32027002	47204	17719628	wolf	2.32E-59	4.01E-56	Salmonella infection	Human Diseases	Infectious disease: bacterial
wolf_VS_macaque	wolf	macaque	21201	32027002	9763	17719628	wolf	5.67E-52	9.35E-49	Secondary bile acid biosynthesis	Metabolism	Lipid metabolism
wolf_VS_macaque	wolf	macaque	1754	32027002	2106	17719628	wolf	9.34E-127	1.92E-123	Secondary metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
wolf_VS_macaque	wolf	macaque	328244	32027002	189768	17719628	wolf	8.78E-53	1.46E-49	Secretion system	Brite Hierarchies	Protein families: signaling and cellular processes
wolf_VS_macaque	wolf	macaque	83117	32027002	41104	17719628	wolf	2.02E-78	3.71E-75	Selenocompound metabolism	Metabolism	Metabolism of other amino acids
wolf_VS_macaque	wolf	macaque	655	32027002	19	17719628	wolf	9.64E-98	1.87E-94	Serotonergic synapse	Organismal Systems	Nervous system
wolf_VS_macaque	wolf	macaque	95	32027002	158	17719628	wolf	5.97E-18	7.13E-15	Sesquiterpenoid and triterpenoid biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
wolf_VS_macaque	wolf	macaque	10852	32027002	4899	17719628	wolf	5.90E-33	8.46E-30	Shigellosis	Human Diseases	Infectious disease: bacterial
wolf_VS_macaque	wolf	macaque	45915	32027002	29554	17719628	wolf	1.26E-90	2.40E-87	Signaling proteins	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
wolf_VS_macaque	wolf	macaque	184	32027002	969	17719628	wolf	5.78E-252	1.38E-248	Small cell lung cancer	Human Diseases	Cancer: specific types
wolf_VS_macaque	wolf	macaque	35101	32027002	26501	17719628	wolf	6.86446231055777e-314	1.71474268517733e-310	Sphingolipid metabolism	Metabolism	Lipid metabolism
wolf_VS_macaque	wolf	macaque	2790	32027002	2152	17719628	wolf	2.00E-30	2.81E-27	Spinocerebellar ataxia	Human Diseases	Neurodegenerative disease
wolf_VS_macaque	wolf	macaque	86	32027002	127	17719628	wolf	1.36E-12	1.43E-09	Spliceosome	Genetic Information Processing	Transcription
wolf_VS_macaque	wolf	macaque	63	32027002	88	17719628	wolf	1.85E-08	1.63E-05	Spliceosome	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_macaque	wolf	macaque	207396	32027002	156082	17719628	wolf	0	0	Starch and sucrose metabolism	Metabolism	Carbohydrate metabolism
wolf_VS_macaque	wolf	macaque	117	32027002	0	17719628	wolf	8.91E-23	1.15E-19	Staurosporine biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_macaque	wolf	macaque	225	32027002	244	17719628	wolf	4.22E-13	4.51E-10	Steroid biosynthesis	Metabolism	Lipid metabolism
wolf_VS_macaque	wolf	macaque	1891	32027002	53	17719628	wolf	1.19E-281	2.92E-278	Steroid degradation	Metabolism	Xenobiotics biodegradation and metabolism
wolf_VS_macaque	wolf	macaque	1390	32027002	304	17719628	wolf	8.92E-58	1.53E-54	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
wolf_VS_macaque	wolf	macaque	83309	32027002	49812	17719628	wolf	1.47E-42	2.28E-39	Streptomycin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_macaque	wolf	macaque	58635	32027002	63251	17719628	wolf	0	0	Structural proteins	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
wolf_VS_macaque	wolf	macaque	17157	32027002	1578	17719628	wolf	0	0	Styrene degradation	Metabolism	Xenobiotics biodegradation and metabolism
wolf_VS_macaque	wolf	macaque	78007	32027002	44653	17719628	wolf	9.97E-09	8.97E-06	Sulfur metabolism	Metabolism	Energy metabolism
wolf_VS_macaque	wolf	macaque	84586	32027002	38388	17719628	wolf	2.83E-233	6.64E-230	Sulfur relay system	Genetic Information Processing	" Folding, sorting and degradation "
wolf_VS_macaque	wolf	macaque	3	32027002	35	17719628	wolf	4.81E-13	5.13E-10	Synaptic vesicle cycle	Organismal Systems	Nervous system
wolf_VS_macaque	wolf	macaque	11669	32027002	5066	17719628	wolf	1.88E-48	3.03E-45	Synthesis and degradation of ketone bodies	Metabolism	Lipid metabolism
wolf_VS_macaque	wolf	macaque	0	32027002	34	17719628	wolf	5.72E-16	6.61E-13	T cell receptor signaling pathway	Organismal Systems	Immune system
wolf_VS_macaque	wolf	macaque	1	32027002	71	17719628	wolf	6.91E-31	9.74E-28	TNF signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_macaque	wolf	macaque	40933	32027002	17918	17719628	wolf	3.44E-155	7.37E-152	Taurine and hypotaurine metabolism	Metabolism	Metabolism of other amino acids
wolf_VS_macaque	wolf	macaque	150852	32027002	75474	17719628	wolf	1.95E-114	3.90E-111	Terpenoid backbone biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
wolf_VS_macaque	wolf	macaque	3	32027002	21	17719628	wolf	2.24E-07	0.000184922	Th1 and Th2 cell differentiation	Organismal Systems	Immune system
wolf_VS_macaque	wolf	macaque	14875	32027002	12332	17719628	wolf	2.09E-237	4.92E-234	Thermogenesis	Organismal Systems	Environmental adaptation
wolf_VS_macaque	wolf	macaque	136043	32027002	69035	17719628	wolf	2.12E-77	3.89E-74	Thiamine metabolism	Metabolism	Metabolism of cofactors and vitamins
wolf_VS_macaque	wolf	macaque	0	32027002	12	17719628	wolf	4.17E-06	0.003141125	Thyroid cancer	Human Diseases	Cancer: specific types
wolf_VS_macaque	wolf	macaque	11139	32027002	5327	17719628	wolf	1.17E-18	1.42E-15	Thyroid hormone signaling pathway	Organismal Systems	Endocrine system
wolf_VS_macaque	wolf	macaque	7220	32027002	4584	17719628	wolf	4.18E-13	4.48E-10	Thyroid hormone synthesis	Organismal Systems	Endocrine system
wolf_VS_macaque	wolf	macaque	29	32027002	49	17719628	wolf	1.25E-06	0.000978037	Tight junction	Cellular Processes	Cellular community - eukaryotes
wolf_VS_macaque	wolf	macaque	4	32027002	28	17719628	wolf	1.87E-09	1.74E-06	Toll-like receptor signaling pathway	Organismal Systems	Immune system
wolf_VS_macaque	wolf	macaque	1135	32027002	1516	17719628	wolf	1.12E-112	2.23E-109	Toluene degradation	Metabolism	Xenobiotics biodegradation and metabolism
wolf_VS_macaque	wolf	macaque	249	32027002	1048	17719628	wolf	3.58E-244	8.47E-241	Toxoplasmosis	Human Diseases	Infectious disease: parasitic
wolf_VS_macaque	wolf	macaque	77299	32027002	19246	17719628	wolf	0	0	Transcription	Not Included in Pathway or Brite	Unclassified: genetic information processing
wolf_VS_macaque	wolf	macaque	445660	32027002	279363	17719628	wolf	0	0	Transcription factors	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_macaque	wolf	macaque	282484	32027002	184313	17719628	wolf	0	0	Transcription machinery	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_macaque	wolf	macaque	747132	32027002	403165	17719628	wolf	2.24E-38	3.37E-35	Transfer RNA biogenesis	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_macaque	wolf	macaque	291121	32027002	128052	17719628	wolf	0	0	Translation factors	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_macaque	wolf	macaque	121182	32027002	68932	17719628	wolf	6.03E-09	5.46E-06	Transport	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
wolf_VS_macaque	wolf	macaque	2108308	32027002	1056781	17719628	wolf	0	0	Transporters	Brite Hierarchies	Protein families: signaling and cellular processes
wolf_VS_macaque	wolf	macaque	37289	32027002	9330	17719628	wolf	0	0	Tryptophan metabolism	Metabolism	Amino acid metabolism
wolf_VS_macaque	wolf	macaque	41534	32027002	20402	17719628	wolf	1.30E-44	2.04E-41	Tuberculosis	Human Diseases	Infectious disease: bacterial
wolf_VS_macaque	wolf	macaque	146082	32027002	89630	17719628	wolf	9.88E-131	2.04E-127	Two-component system	Environmental Information Processing	Signal transduction
wolf_VS_macaque	wolf	macaque	358099	32027002	244171	17719628	wolf	0	0	Two-component system	Brite Hierarchies	Protein families: signaling and cellular processes
wolf_VS_macaque	wolf	macaque	19841	32027002	6079	17719628	wolf	0	0	Type I diabetes mellitus	Human Diseases	Endocrine and metabolic disease
wolf_VS_macaque	wolf	macaque	15213	32027002	4969	17719628	wolf	1.72E-247	4.08E-244	Type II diabetes mellitus	Human Diseases	Endocrine and metabolic disease
wolf_VS_macaque	wolf	macaque	45829	32027002	21661	17719628	wolf	7.62E-83	1.42E-79	Tyrosine metabolism	Metabolism	Amino acid metabolism
wolf_VS_macaque	wolf	macaque	27403	32027002	26105	17719628	wolf	0	0	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism	Metabolism of cofactors and vitamins
wolf_VS_macaque	wolf	macaque	141	32027002	139	17719628	wolf	1.80E-06	0.001389522	Ubiquitin mediated proteolysis	Genetic Information Processing	" Folding, sorting and degradation "
wolf_VS_macaque	wolf	macaque	832	32027002	696	17719628	wolf	1.69E-15	1.92E-12	Ubiquitin system	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_macaque	wolf	macaque	30532	32027002	18905	17719628	wolf	9.28E-34	1.35E-30	Unclassified viral proteins	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes
wolf_VS_macaque	wolf	macaque	13	32027002	68	17719628	wolf	4.47E-19	5.46E-16	VEGF signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_macaque	wolf	macaque	58020	32027002	50459	17719628	wolf	0	0	" Valine, leucine and isoleucine biosynthesis "	Metabolism	Amino acid metabolism
wolf_VS_macaque	wolf	macaque	63487	32027002	23326	17719628	wolf	0	0	" Valine, leucine and isoleucine degradation "	Metabolism	Amino acid metabolism
wolf_VS_macaque	wolf	macaque	92024	32027002	44476	17719628	wolf	2.65E-123	5.40E-120	Vancomycin resistance	Human Diseases	Drug resistance: antimicrobial
wolf_VS_macaque	wolf	macaque	9	32027002	31	17719628	wolf	9.99E-08	8.39E-05	Vascular smooth muscle contraction	Organismal Systems	Circulatory system
wolf_VS_macaque	wolf	macaque	36	32027002	197	17719628	wolf	1.82E-53	3.02E-50	Vibrio cholerae infection	Human Diseases	Infectious disease: bacterial
wolf_VS_macaque	wolf	macaque	15717	32027002	4620	17719628	wolf	0	0	Viral carcinogenesis	Human Diseases	Cancer: overview
wolf_VS_macaque	wolf	macaque	180	32027002	954	17719628	wolf	8.60E-249	2.05E-245	Viral myocarditis	Human Diseases	Cardiovascular disease
wolf_VS_macaque	wolf	macaque	924	32027002	235	17719628	wolf	5.96E-30	8.33E-27	Viral proteins	Brite Hierarchies	Protein families: signaling and cellular processes
wolf_VS_macaque	wolf	macaque	33747	32027002	25163	17719628	wolf	1.92E-276	4.68E-273	Vitamin B6 metabolism	Metabolism	Metabolism of cofactors and vitamins
wolf_VS_macaque	wolf	macaque	100	32027002	0	17719628	wolf	9.22E-20	1.14E-16	Vitamin digestion and absorption	Organismal Systems	Digestive system
wolf_VS_macaque	wolf	macaque	6297	32027002	5607	17719628	wolf	1.94E-145	4.10E-142	Xylene degradation	Metabolism	Xenobiotics biodegradation and metabolism
wolf_VS_macaque	wolf	macaque	255	32027002	579	17719628	wolf	3.33E-87	6.28E-84	Yersinia infection	Human Diseases	Infectious disease: bacterial
wolf_VS_macaque	wolf	macaque	11452	32027002	8473	17719628	wolf	7.32E-90	1.39E-86	Zeatin biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
wolf_VS_macaque	wolf	macaque	2542	32027002	748	17719628	wolf	1.69E-57	2.88E-54	alpha-Linolenic acid metabolism	Metabolism	Lipid metabolism
wolf_VS_macaque	wolf	macaque	38987	32027002	18550	17719628	wolf	2.79E-65	4.96E-62	beta-Alanine metabolism	Metabolism	Metabolism of other amino acids
wolf_VS_macaque	wolf	macaque	93860	32027002	61006	17719628	wolf	1.09E-208	2.50E-205	beta-Lactam resistance	Human Diseases	Drug resistance: antimicrobial
wolf_VS_macaque	wolf	macaque	239	32027002	52	17719628	wolf	3.30E-11	3.30E-08	cAMP signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_macaque	wolf	macaque	16	32027002	75	17719628	wolf	6.11E-20	7.55E-17	cGMP-PKG signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_macaque	wolf	macaque	201	32027002	21	17719628	wolf	4.88E-19	5.94E-16	mRNA surveillance pathway	Genetic Information Processing	Translation
wolf_VS_macaque	wolf	macaque	196	32027002	970	17719628	wolf	3.28E-245	7.77E-242	p53 signaling pathway	Cellular Processes	Cell growth and death
human_VS_macaque	human	macaque	1397750	68926211	273620	17719628	human	0	0	ABC transporters	Environmental Information Processing	Membrane transport
human_VS_macaque	human	macaque	29	68926211	422	17719628	human	7.38E-249	1.76E-245	AGE-RAGE signaling pathway in diabetic complications	Human Diseases	Endocrine and metabolic disease
human_VS_macaque	human	macaque	24764	68926211	8480	17719628	human	1.40E-109	2.77E-106	AMPK signaling pathway	Environmental Information Processing	Signal transduction
human_VS_macaque	human	macaque	49539	68926211	15963	17719628	human	7.49E-131	1.55E-127	Acarbose and validamycin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
human_VS_macaque	human	macaque	6	68926211	14	17719628	human	2.44E-06	0.001867011	Acute myeloid leukemia	Human Diseases	Cancer: specific types
human_VS_macaque	human	macaque	32585	68926211	12066	17719628	human	1.78E-242	4.21E-239	Adipocytokine signaling pathway	Organismal Systems	Endocrine system
human_VS_macaque	human	macaque	329	68926211	21	17719628	human	4.11E-14	4.51E-11	Adrenergic signaling in cardiomyocytes	Organismal Systems	Circulatory system
human_VS_macaque	human	macaque	2322	68926211	186	17719628	human	7.92E-73	1.44E-69	African trypanosomiasis	Human Diseases	Infectious disease: parasitic
human_VS_macaque	human	macaque	516727	68926211	129954	17719628	human	1.07E-12	1.14E-09	"Alanine, aspartate and glutamate metabolism "	Metabolism	Amino acid metabolism
human_VS_macaque	human	macaque	553	68926211	12	17719628	human	2.37E-39	3.60E-36	Alcoholism	Human Diseases	Substance dependence
human_VS_macaque	human	macaque	353	68926211	15	17719628	human	1.67E-19	2.05E-16	Aldosterone-regulated sodium reabsorption	Organismal Systems	Excretory system
human_VS_macaque	human	macaque	1483	68926211	107	17719628	human	1.67E-52	2.76E-49	Aldosterone synthesis and secretion	Organismal Systems	Endocrine system
human_VS_macaque	human	macaque	29483	68926211	9511	17719628	human	1.81E-79	3.34E-76	Alzheimer disease	Human Diseases	Neurodegenerative disease
human_VS_macaque	human	macaque	69713	68926211	13202	17719628	human	1.33E-243	3.14E-240	Amino acid metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
human_VS_macaque	human	macaque	734250	68926211	196947	17719628	human	5.55E-63	9.80E-60	Amino acid related enzymes	Brite Hierarchies	Protein families: metabolism
human_VS_macaque	human	macaque	709967	68926211	177637	17719628	human	7.11E-25	9.42E-22	Amino sugar and nucleotide sugar metabolism	Metabolism	Carbohydrate metabolism
human_VS_macaque	human	macaque	555021	68926211	151363	17719628	human	7.04E-92	1.35E-88	Aminoacyl-tRNA biosynthesis	Genetic Information Processing	Translation
human_VS_macaque	human	macaque	47585	68926211	10778	17719628	human	2.47E-33	3.56E-30	Aminobenzoate degradation	Metabolism	Xenobiotics biodegradation and metabolism
human_VS_macaque	human	macaque	15305	68926211	4977	17719628	human	3.30E-45	5.19E-42	Amoebiasis	Human Diseases	Infectious disease: parasitic
human_VS_macaque	human	macaque	552	68926211	21	17719628	human	9.37E-32	1.33E-28	Amphetamine addiction	Human Diseases	Substance dependence
human_VS_macaque	human	macaque	10935	68926211	6487	17719628	human	0	0	Amyotrophic lateral sclerosis	Human Diseases	Neurodegenerative disease
human_VS_macaque	human	macaque	103967	68926211	29711	17719628	human	3.47E-57	5.90E-54	Antifolate resistance	Human Diseases	Drug resistance: antineoplastic
human_VS_macaque	human	macaque	15024	68926211	4369	17719628	human	1.35E-12	1.43E-09	Antigen processing and presentation	Organismal Systems	Immune system
human_VS_macaque	human	macaque	256283	68926211	55883	17719628	human	5.13E-283	1.26E-279	Antimicrobial resistance genes	Brite Hierarchies	Protein families: signaling and cellular processes
human_VS_macaque	human	macaque	5602	68926211	4985	17719628	human	0	0	Apoptosis	Cellular Processes	Cell growth and death
human_VS_macaque	human	macaque	14952	68926211	2876	17719628	human	6.43E-49	1.04E-45	Apoptosis - fly	Cellular Processes	Cell growth and death
human_VS_macaque	human	macaque	181	68926211	954	17719628	human	0	0	Apoptosis - multiple species	Cellular Processes	Cell growth and death
human_VS_macaque	human	macaque	8968	68926211	2527	17719628	human	5.43E-05	0.036890078	Arabinogalactan biosynthesis - Mycobacterium	Metabolism	Glycan biosynthesis and metabolism
human_VS_macaque	human	macaque	6485	68926211	3720	17719628	human	9.55E-304	2.38E-300	Arachidonic acid metabolism	Metabolism	Lipid metabolism
human_VS_macaque	human	macaque	223578	68926211	54088	17719628	human	2.08E-37	3.10E-34	Arginine and proline metabolism	Metabolism	Amino acid metabolism
human_VS_macaque	human	macaque	329004	68926211	71343	17719628	human	0	0	Arginine biosynthesis	Metabolism	Amino acid metabolism
human_VS_macaque	human	macaque	74120	68926211	16446	17719628	human	1.86E-67	3.34E-64	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
human_VS_macaque	human	macaque	16051	68926211	1345	17719628	human	0	0	Atrazine degradation	Metabolism	Xenobiotics biodegradation and metabolism
human_VS_macaque	human	macaque	333	68926211	147	17719628	human	1.60E-07	0.000132953	Autophagy - animal	Cellular Processes	Transport and catabolism
human_VS_macaque	human	macaque	8579	68926211	729	17719628	human	8.61E-247	2.05E-243	Autophagy - yeast	Cellular Processes	Transport and catabolism
human_VS_macaque	human	macaque	35	68926211	45	17719628	human	2.29E-12	2.39E-09	Axon guidance	Organismal Systems	Development and regeneration
human_VS_macaque	human	macaque	22251	68926211	3150	17719628	human	1.94E-249	4.62E-246	Axon regeneration	Organismal Systems	Development and regeneration
human_VS_macaque	human	macaque	130912	68926211	38688	17719628	human	3.32E-125	6.78E-122	Bacterial chemotaxis	Cellular Processes	Cell motility
human_VS_macaque	human	macaque	4599	68926211	2019	17719628	human	7.90E-83	1.48E-79	Bacterial invasion of epithelial cells	Human Diseases	Infectious disease: bacterial
human_VS_macaque	human	macaque	350987	68926211	103512	17719628	human	0	0	Bacterial motility proteins	Brite Hierarchies	Protein families: signaling and cellular processes
human_VS_macaque	human	macaque	441890	68926211	109369	17719628	human	1.05E-29	1.46E-26	Bacterial secretion system	Environmental Information Processing	Membrane transport
human_VS_macaque	human	macaque	45542	68926211	10848	17719628	human	6.41E-13	6.84E-10	Bacterial toxins	Brite Hierarchies	Protein families: signaling and cellular processes
human_VS_macaque	human	macaque	5220	68926211	868	17719628	human	8.21E-36	1.21E-32	Basal transcription factors	Genetic Information Processing	Transcription
human_VS_macaque	human	macaque	201646	68926211	53304	17719628	human	1.10E-08	9.87E-06	Base excision repair	Genetic Information Processing	Replication and repair
human_VS_macaque	human	macaque	1230	68926211	155	17719628	human	7.34E-20	9.06E-17	Betalain biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
human_VS_macaque	human	macaque	79369	68926211	24836	17719628	human	1.16E-155	2.49E-152	Biofilm formation - Pseudomonas aeruginosa	Cellular Processes	Cellular community - prokaryotes
human_VS_macaque	human	macaque	146019	68926211	42991	17719628	human	7.32E-132	1.52E-128	Biofilm formation - Vibrio cholerae	Cellular Processes	Cellular community - prokaryotes
human_VS_macaque	human	macaque	48865	68926211	9279	17719628	human	1.28E-168	2.81E-165	Biosynthesis of ansamycins	Metabolism	Metabolism of terpenoids and polyketides
human_VS_macaque	human	macaque	12503	68926211	4278	17719628	human	6.79E-56	1.14E-52	Biosynthesis of siderophore group nonribosomal peptides	Metabolism	Metabolism of terpenoids and polyketides
human_VS_macaque	human	macaque	28	68926211	24	17719628	human	3.48E-05	0.024099033	Biosynthesis of type II polyketide backbone	Metabolism	Metabolism of terpenoids and polyketides
human_VS_macaque	human	macaque	4575	68926211	880	17719628	human	4.74E-16	5.48E-13	Biosynthesis of unsaturated fatty acids	Metabolism	Lipid metabolism
human_VS_macaque	human	macaque	24624	68926211	9029	17719628	human	4.91E-173	1.08E-169	Biosynthesis of vancomycin group antibiotics	Metabolism	Metabolism of terpenoids and polyketides
human_VS_macaque	human	macaque	82157	68926211	35042	17719628	human	0	0	Biosynthesis of various secondary metabolites - part 2	Metabolism	Biosynthesis of other secondary metabolites
human_VS_macaque	human	macaque	193377	68926211	44820	17719628	human	5.17E-89	9.82E-86	Biotin metabolism	Metabolism	Metabolism of cofactors and vitamins
human_VS_macaque	human	macaque	1764	68926211	16	17719628	human	4.79E-148	1.02E-144	Bisphenol degradation	Metabolism	Xenobiotics biodegradation and metabolism
human_VS_macaque	human	macaque	5044	68926211	896	17719628	human	2.35E-26	3.17E-23	Bladder cancer	Human Diseases	Cancer: specific types
human_VS_macaque	human	macaque	8	68926211	23	17719628	human	1.93E-10	1.88E-07	Breast cancer	Human Diseases	Cancer: specific types
human_VS_macaque	human	macaque	138265	68926211	27837	17719628	human	4.54787426996867e-320	1.13969729205415e-316	C5-Branched dibasic acid metabolism	Metabolism	Carbohydrate metabolism
human_VS_macaque	human	macaque	12085	68926211	4688	17719628	human	1.32E-118	2.68E-115	CD molecules	Brite Hierarchies	Protein families: signaling and cellular processes
human_VS_macaque	human	macaque	8527	68926211	1365	17719628	human	4.27E-66	7.62E-63	Caprolactam degradation	Metabolism	Xenobiotics biodegradation and metabolism
human_VS_macaque	human	macaque	38871	68926211	8660	17719628	human	2.23E-34	3.24E-31	Carbapenem biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
human_VS_macaque	human	macaque	26098	68926211	7864	17719628	human	4.48E-34	6.50E-31	Carbohydrate digestion and absorption	Organismal Systems	Digestive system
human_VS_macaque	human	macaque	53949	68926211	14929	17719628	human	2.55E-15	2.88E-12	Carbohydrate metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
human_VS_macaque	human	macaque	320308	68926211	78792	17719628	human	6.12E-29	8.47E-26	Carbon fixation in photosynthetic organisms	Metabolism	Energy metabolism
